ID=cds0	362
ID=cds1	227
ID=cds2	1781
ID=cds3	386
ID=cds4	380
ID=cds5	380
ID=cds6	284
ID=cds7	290
ID=cds8	3968
ID=cds9	1373
ID=cds10	1253
ID=cds11	1148
ID=cds12	638
ID=cds13	1508
ID=cds14	2642
ID=cds15	542
ID=cds16	2141
ID=cds17	2351
ID=cds18	3143
ID=cds19	740
ID=cds20	1988
ID=cds21	1868
ID=cds22	356
ID=cds23	332
ID=cds24	512
ID=cds25	2357
ID=cds26	1247
ID=cds27	2564
ID=cds28	1742
ID=cds29	809
ID=cds30	1502
ID=cds31	92
ID=cds32	803
ID=cds33	1109
ID=cds34	3008
ID=cds35	869
ID=cds36	1241
ID=cds37	521
ID=cds38	1139
ID=cds39	2282
ID=cds40	101
ID=cds40	251
ID=cds41	4415
ID=cds42	1586
ID=cds43	785
ID=cds44	4067
ID=cds45	920
ID=cds46	4307
ID=cds47	2279
ID=cds48	1553
ID=cds49	2513
ID=cds50	1001
ID=cds51	3395
ID=cds52	977
ID=cds53	4070
ID=cds54	1907
ID=cds55	1199
ID=cds56	767
ID=cds57	1217
ID=cds58	1184
ID=cds59	1877
ID=cds60	1481
ID=cds61	779
ID=cds62	596
ID=cds63	647
ID=cds64	1928
ID=cds65	79
ID=cds65	540
ID=cds66	3824
ID=cds67	69
ID=cds67	3412
ID=cds68	1619
ID=cds69	659
ID=cds70	1280
ID=cds71	1865
ID=cds72	827
ID=cds73	3590
ID=cds74	1322
ID=cds75	2129
ID=cds76	920
ID=cds77	1307
ID=cds78	2924
ID=cds79	167
ID=cds80	539
ID=cds81	707
ID=cds82	704
ID=cds83	224
ID=cds84	896
ID=cds85	704
ID=cds86	2063
ID=cds87	80
ID=cds88	3566
ID=cds89	4613
ID=cds90	299
ID=cds91	611
ID=cds92	485
ID=cds93	1403
ID=cds94	2378
ID=cds95	317
ID=cds96	793
ID=cds96	1209
ID=cds97	128
ID=cds98	590
ID=cds99	3032
ID=cds100	3455
ID=cds101	3116
ID=cds102	1460
ID=cds103	647
ID=cds104	3353
ID=cds105	119
ID=cds106	1292
ID=cds106	4019
ID=cds107	1316
ID=cds108	1637
ID=cds109	1382
ID=cds110	2264
ID=cds111	812
ID=cds112	662
ID=cds113	392
ID=cds114	33
ID=cds114	493
ID=cds115	1265
ID=cds116	533
ID=cds117	1379
ID=cds118	8363
ID=cds119	41
ID=cds119	371
ID=cds120	1400
ID=cds121	2942
ID=cds122	2276
ID=cds123	1376
ID=cds124	1106
ID=cds125	1625
ID=cds126	4508
ID=cds127	353
ID=cds128	3218
ID=cds129	1949
ID=cds130	1067
ID=cds131	602
ID=cds132	98
ID=cds133	248
ID=cds134	1289
ID=cds135	980
ID=cds136	2243
ID=cds137	3446
ID=cds138	785
ID=cds139	3335
ID=cds140	2090
ID=cds141	2063
ID=cds142	33
ID=cds142	295
ID=cds143	285
ID=cds143	295
ID=cds144	1271
ID=cds145	626
ID=cds146	1406
ID=cds147	1256
ID=cds148	1577
ID=cds149	2495
ID=cds150	2006
ID=cds151	29
ID=cds151	848
ID=cds152	416
ID=cds153	4145
ID=cds154	1325
ID=cds155	1373
ID=cds156	368
ID=cds157	773
ID=cds158	1919
ID=cds159	725
ID=cds160	21
ID=cds160	637
ID=cds161	179
ID=cds162	1739
ID=cds163	698
ID=cds164	3077
ID=cds165	773
ID=cds166	2117
ID=cds167	4541
ID=cds168	1037
ID=cds169	1145
ID=cds170	1016
ID=cds171	956
ID=cds172	284
ID=cds173	1130
ID=cds174	320
ID=cds175	1
ID=cds175	567
ID=cds176	53
ID=cds176	233
ID=cds177	437
ID=cds178	2054
ID=cds179	2606
ID=cds180	3401
ID=cds181	434
ID=cds182	1724
ID=cds183	1562
ID=cds184	46
ID=cds184	354
ID=cds185	4739
ID=cds186	1061
ID=cds187	1580
ID=cds188	2684
ID=cds189	1205
ID=cds190	2279
ID=cds191	842
ID=cds192	2030
ID=cds193	239
ID=cds194	2522
ID=cds195	3734
ID=cds196	542
ID=cds197	2930
ID=cds198	1304
ID=cds198	3962
ID=cds199	1322
ID=cds200	7481
ID=cds201	398
ID=cds202	395
ID=cds203	314
ID=cds204	2342
ID=cds205	860
ID=cds206	1421
ID=cds207	1301
ID=cds208	641
ID=cds209	1493
ID=cds210	2210
ID=cds211	1646
ID=cds212	311
ID=cds213	410
ID=cds214	863
ID=cds215	1304
ID=cds215	3965
ID=cds216	1322
ID=cds217	389
ID=cds218	611
ID=cds219	1793
ID=cds220	386
ID=cds221	2756
ID=cds222	1100
ID=cds223	2099
ID=cds224	1586
ID=cds225	1901
ID=cds226	533
ID=cds227	3497
ID=cds228	905
ID=cds229	1184
ID=cds230	1142
ID=cds231	1577
ID=cds232	1373
ID=cds233	1658
ID=cds234	1088
ID=cds235	2759
ID=cds236	1046
ID=cds237	686
ID=cds238	1232
ID=cds239	887
ID=cds240	2891
ID=cds241	935
ID=cds242	896
ID=cds243	2009
ID=cds244	1193
ID=cds245	2069
ID=cds246	1718
ID=cds247	1919
ID=cds248	1004
ID=cds249	527
ID=cds250	44
ID=cds250	425
ID=cds251	2432
ID=cds252	1016
ID=cds253	632
ID=cds254	1076
ID=cds255	1034
ID=cds256	2699
ID=cds257	1505
ID=cds258	200
ID=cds259	1100
ID=cds260	2345
ID=cds261	242
ID=cds262	3326
ID=cds263	1862
ID=cds264	932
ID=cds265	15
ID=cds265	526
ID=cds266	1214
ID=cds267	1094
ID=cds268	662
ID=cds269	632
ID=cds270	1829
ID=cds271	1859
ID=cds272	713
ID=cds273	635
ID=cds274	644
ID=cds275	161
ID=cds276	2876
ID=cds277	2930
ID=cds278	1064
ID=cds279	488
ID=cds280	57
ID=cds280	1231
ID=cds281	2894
ID=cds282	2276
ID=cds283	3998
ID=cds284	46
ID=cds284	399
ID=cds285	1460
ID=cds286	2927
ID=cds287	1
ID=cds287	567
ID=cds288	923
ID=cds289	257
ID=cds290	2840
ID=cds291	1064
ID=cds292	776
ID=cds293	299
ID=cds294	184
ID=cds294	183
ID=cds295	329
ID=cds296	1403
ID=cds297	1403
ID=cds298	2261
ID=cds299	1292
ID=cds300	692
ID=cds301	4364
ID=cds302	2075
ID=cds303	872
ID=cds304	2261
ID=cds305	1607
ID=cds306	989
ID=cds307	1088
ID=cds308	566
ID=cds309	737
ID=cds310	2843
ID=cds311	443
ID=cds312	1349
ID=cds313	695
ID=cds314	70
ID=cds314	139
ID=cds314	79
ID=cds315	2900
ID=cds316	2372
ID=cds317	4178
ID=cds318	2045
ID=cds319	1376
ID=cds320	7
ID=cds320	888
ID=cds321	488
ID=cds322	2003
ID=cds323	533
ID=cds324	1949
ID=cds325	1181
ID=cds326	1487
ID=cds327	206
ID=cds328	1553
ID=cds329	1034
ID=cds330	986
ID=cds331	1277
ID=cds332	2114
ID=cds333	1790
ID=cds334	2483
ID=cds335	452
ID=cds336	7106
ID=cds337	539
ID=cds338	1574
ID=cds339	1526
ID=cds340	9278
ID=cds341	1013
ID=cds342	2321
ID=cds343	1313
ID=cds344	1055
ID=cds345	836
ID=cds346	890
ID=cds347	1829
ID=cds348	1034
ID=cds349	3284
ID=cds350	950
ID=cds351	875
ID=cds352	734
ID=cds353	647
ID=cds354	1157
ID=cds355	2096
ID=cds356	767
ID=cds357	1649
ID=cds358	1043
ID=cds359	896
ID=cds360	1130
ID=cds361	1367
ID=cds362	197
ID=cds363	1757
ID=cds364	551
ID=cds365	833
ID=cds366	1358
ID=cds367	422
ID=cds368	1241
ID=cds369	2081
ID=cds370	1742
ID=cds371	620
ID=cds372	2222
ID=cds373	446
ID=cds374	947
ID=cds375	938
ID=cds376	1355
ID=cds377	2567
ID=cds378	1718
ID=cds379	5
ID=cds379	704
ID=cds380	1358
ID=cds381	194
ID=cds382	950
ID=cds383	1571
ID=cds384	836
ID=cds385	1550
ID=cds385	143
ID=cds386	842
ID=cds387	422
ID=cds388	6
ID=cds388	580
ID=cds389	10
ID=cds389	471
ID=cds390	1133
ID=cds391	671
ID=cds392	371
ID=cds393	1268
ID=cds394	1664
ID=cds395	149
ID=cds396	104
ID=cds397	653
ID=cds398	2396
ID=cds399	1394
ID=cds400	1655
ID=cds401	164
ID=cds402	635
ID=cds403	203
ID=cds404	2537
ID=cds405	2774
ID=cds406	1127
ID=cds407	1214
ID=cds408	1397
ID=cds409	5507
ID=cds410	428
ID=cds411	974
ID=cds412	2018
ID=cds413	824
ID=cds414	1583
ID=cds415	12
ID=cds415	1864
ID=cds416	2024
ID=cds417	560
ID=cds418	3542
ID=cds419	300
ID=cds419	82
ID=cds420	1682
ID=cds421	1100
ID=cds422	104
ID=cds423	1631
ID=cds424	1634
ID=cds425	2702
ID=cds426	1562
ID=cds427	914
ID=cds428	2864
ID=cds429	10
ID=cds429	393
ID=cds430	200
ID=cds431	911
ID=cds432	1241
ID=cds433	284
ID=cds434	1154
ID=cds435	3362
ID=cds436	1310
ID=cds437	2549
ID=cds438	2195
ID=cds439	1589
ID=cds440	1352
ID=cds441	1466
ID=cds442	716
ID=cds443	1346
ID=cds444	488
ID=cds445	3389
ID=cds446	1163
ID=cds447	1451
ID=cds448	1658
ID=cds449	1112
ID=cds450	1571
ID=cds451	923
ID=cds452	443
ID=cds453	365
ID=cds454	527
ID=cds455	2084
ID=cds456	62
ID=cds456	299
ID=cds457	716
ID=cds458	839
ID=cds459	428
ID=cds460	2066
ID=cds461	2000
ID=cds462	698
ID=cds463	320
ID=cds464	1472
ID=cds465	599
ID=cds466	962
ID=cds467	1181
ID=cds468	317
ID=cds469	416
ID=cds470	1637
ID=cds471	1259
ID=cds472	1442
ID=cds473	1310
ID=cds474	1583
ID=cds475	5750
ID=cds476	2423
ID=cds477	605
ID=cds478	1337
ID=cds479	1913
ID=cds480	2636
ID=cds481	440
ID=cds482	1472
ID=cds483	2393
ID=cds484	434
ID=cds485	1613
ID=cds486	1283
ID=cds487	1451
ID=cds488	2717
ID=cds489	965
ID=cds490	899
ID=cds491	1424
ID=cds492	2579
ID=cds493	3650
ID=cds494	1724
ID=cds495	119
ID=cds496	1406
ID=cds497	1844
ID=cds498	221
ID=cds499	1754
ID=cds500	362
ID=cds501	1139
ID=cds502	1847
ID=cds503	1376
ID=cds504	782
ID=cds505	632
ID=cds506	527
ID=cds507	1082
ID=cds508	1271
ID=cds509	3290
ID=cds510	950
ID=cds511	458
ID=cds512	341
ID=cds513	293
ID=cds514	2138
ID=cds515	434
ID=cds516	1007
ID=cds517	86
ID=cds518	2525
ID=cds519	1250
ID=cds520	1751
ID=cds521	965
ID=cds522	938
ID=cds523	239
ID=cds524	1391
ID=cds525	776
ID=cds526	2282
ID=cds527	1253
ID=cds528	1568
ID=cds529	359
ID=cds530	1502
ID=cds531	2237
ID=cds532	1586
ID=cds533	1304
ID=cds534	1700
ID=cds535	332
ID=cds536	1064
ID=cds537	506
ID=cds538	1040
ID=cds539	893
ID=cds540	2399
ID=cds541	1322
ID=cds542	1217
ID=cds543	1538
ID=cds544	581
ID=cds545	581
ID=cds546	1901
ID=cds547	3113
ID=cds548	377
ID=cds549	1289
ID=cds549	4022
ID=cds550	1316
ID=cds551	1094
ID=cds552	1493
ID=cds553	1142
ID=cds554	4910
ID=cds555	87
ID=cds555	316
ID=cds556	1283
ID=cds557	779
ID=cds558	929
ID=cds559	1157
ID=cds560	10
ID=cds560	80
ID=cds560	129
ID=cds561	770
ID=cds562	1565
ID=cds563	41
ID=cds563	749
ID=cds564	566
ID=cds565	461
ID=cds566	254
ID=cds567	968
ID=cds568	551
ID=cds569	743
ID=cds570	1382
ID=cds571	719
ID=cds572	1811
ID=cds573	797
ID=cds574	851
ID=cds575	3149
ID=cds576	1250
ID=cds577	1748
ID=cds578	953
ID=cds579	872
ID=cds580	2861
ID=cds581	665
ID=cds582	1091
ID=cds583	647
ID=cds584	266
ID=cds585	236
ID=cds586	998
ID=cds587	1835
ID=cds588	1478
ID=cds589	266
ID=cds590	122
ID=cds591	2228
ID=cds592	629
ID=cds593	1538
ID=cds594	241
ID=cds594	165
ID=cds595	2612
ID=cds596	6
ID=cds596	406
ID=cds597	6503
ID=cds598	3680
ID=cds599	1043
ID=cds600	1184
ID=cds601	1001
ID=cds602	2771
ID=cds603	1928
ID=cds604	632
ID=cds605	527
ID=cds606	4223
ID=cds607	383
ID=cds608	1073
ID=cds609	1475
ID=cds610	509
ID=cds611	827
ID=cds612	1832
ID=cds613	308
ID=cds614	668
ID=cds615	1451
ID=cds616	1544
ID=cds617	1691
ID=cds618	2771
ID=cds619	776
ID=cds620	335
ID=cds621	1895
ID=cds622	473
ID=cds623	1694
ID=cds624	1463
ID=cds625	3197
ID=cds626	1562
ID=cds627	956
ID=cds628	440
ID=cds629	1547
ID=cds630	3995
ID=cds631	947
ID=cds632	782
ID=cds633	227
ID=cds634	752
ID=cds635	2390
ID=cds636	1328
ID=cds637	4283
ID=cds638	386
ID=cds639	383
ID=cds640	2141
ID=cds641	572
ID=cds642	461
ID=cds643	1778
ID=cds644	4829
ID=cds645	548
ID=cds646	2162
ID=cds647	3056
ID=cds648	6326
ID=cds649	1175
ID=cds650	1088
ID=cds651	158
ID=cds652	359
ID=cds653	104
ID=cds653	245
ID=cds653	29
ID=cds654	1556
ID=cds655	467
ID=cds656	950
ID=cds657	548
ID=cds658	1106
ID=cds659	374
ID=cds660	1085
ID=cds661	2498
ID=cds662	1091
ID=cds663	191
ID=cds664	1151
ID=cds665	1829
ID=cds666	1073
ID=cds667	1703
ID=cds668	1022
ID=cds669	989
ID=cds670	371
ID=cds671	3053
ID=cds672	2372
ID=cds673	1469
ID=cds674	1172
ID=cds675	938
ID=cds676	503
ID=cds677	2240
ID=cds678	1376
ID=cds679	110
ID=cds680	3377
ID=cds681	1007
ID=cds682	1841
ID=cds683	1760
ID=cds684	1058
ID=cds685	1655
ID=cds686	1949
ID=cds687	3140
ID=cds688	929
ID=cds689	2774
ID=cds690	64
ID=cds690	387
ID=cds691	953
ID=cds692	623
ID=cds693	1322
ID=cds694	3278
ID=cds695	2099
ID=cds696	677
ID=cds697	632
ID=cds698	1118
ID=cds699	1715
ID=cds700	1019
ID=cds701	470
ID=cds702	1616
ID=cds703	2288
ID=cds704	983
ID=cds705	1181
ID=cds706	1871
ID=cds707	749
ID=cds708	860
ID=cds709	566
ID=cds710	2063
ID=cds711	902
ID=cds712	1577
ID=cds713	3821
ID=cds714	2654
ID=cds715	1127
ID=cds716	545
ID=cds717	2
ID=cds717	359
ID=cds718	2885
ID=cds719	1373
ID=cds720	1133
ID=cds721	833
ID=cds722	3215
ID=cds723	77
ID=cds724	962
ID=cds725	1286
ID=cds726	257
ID=cds727	1643
ID=cds728	914
ID=cds729	1592
ID=cds730	512
ID=cds731	2126
ID=cds732	1034
ID=cds733	1763
ID=cds734	887
ID=cds735	6437
ID=cds736	1586
ID=cds737	671
ID=cds738	1160
ID=cds739	2159
ID=cds740	593
ID=cds741	575
ID=cds742	2267
ID=cds743	1364
ID=cds744	242
ID=cds745	1520
